일자,제휴사명,년월,년,월,일,요일,주차,기간,매체,디바이스,상품,노출,클릭,목표 광고비,집행 광고비,목표 결제금액,결제거래액,결제순매출액,목표 결제건수,결제건수,목표CPP,CPP,목표UV(D),UV(D),목표 증분UV,증분 UV,제휴사명2,제휴사명3,디바이스2
2025-03-28,네이트_PC_S,2025-03,2025,3,28,금,13,2025-03-24~2025-03-30,NATE,PC,SA,308032,874,183871,183871,2159000,1611850,136733,20,32,9194,5746,0,0,0,0,05_네이트,09_네이트_PC_S,01_PC
2025-03-28,네이트_M_S,2025-03,2025,3,28,금,13,2025-03-24~2025-03-30,NATE,MOBILE,SA,47911,21,0,0,0,108370,6239,0,3,0,0,27,24,17,17,05_네이트,10_네이트_M_S,02_MC
2025-03-28,네이버_PC_S_쇼핑,2025-03,2025,3,28,금,13,2025-03-24~2025-03-30,NAVER,PC,SH,298131,2586,347840,479560,10740250,11741460,285364,48,52,7247,9222,0,0,0,0,06_네이버_쇼핑,11_네이버_PC_S_쇼핑,01_PC
2025-03-28,네이버_M_S_쇼핑,2025-03,2025,3,28,금,13,2025-03-24~2025-03-30,NAVER,MOBILE,SH,1138752,9574,1855980,1303229,20631090,27127180,748825,180,240,10311,5430,2,3626,2,3303,06_네이버_쇼핑,12_네이버_M_S_쇼핑,02_MC
2025-03-28,틱톡_M_S,2025-03,2025,3,28,금,13,2025-03-24~2025-03-30,TIKTOK,MOBILE,SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14_틱톡,23_틱톡_M_S,02_MC
2025-03-28,네이트_PC_BS,2025-03,2025,3,28,금,13,2025-03-24~2025-03-30,NATE,PC,BR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05_네이트,09_네이트_PC_BS,01_PC
2025-03-28,네이트_M_BS,2025-03,2025,3,28,금,13,2025-03-24~2025-03-30,NATE,MOBILE,BR,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,05_네이트,10_네이트_M_S,02_MC
2025-03-28,구글_M_ACe,2025-03,2025,3,28,금,13,2025-03-24~2025-03-30,GOOGLE,MOBILE,ACe,457935,5360,293548,245274,52210,0,0,1,0,293548,0,2419,2629,1332,867,09_구글_ACe,16_구글_M_ACe,02_MC
2025-03-28,구글_M_디멘드젠,2025-03,2025,3,28,금,13,2025-03-24~2025-03-30,GOOGLE,MOBILE,DemandGen,121954,3310,245161,220333,147930,84540,2045,2,4,122581,55083,1466,2794,1801,1258,08_구글_디멘드젠,15_구글_M_디멘드젠,02_MC
2025-03-29,네이버_PC_BS,2025-03,2025,3,29,토,13,2025-03-24~2025-03-30,NAVER,PC,BR,6538,3355,873940,873940,14645220,23916851,1221478,111,250,7873,3496,0,0,0,0,01_네이버_BS,01_네이버_PC_BS,01_PC
2025-03-29,네이버_M_BS,2025-03,2025,3,29,토,13,2025-03-24~2025-03-30,NAVER,MOBILE,BR,21650,7408,1266547,1266548,40142780,29351320,1074504,381,448,3324,2827,2722,2026,1499,1213,01_네이버_BS,02_네이버_M_BS,02_MC
2025-03-29,다음_PC_S,2025-03,2025,3,29,토,13,2025-03-24~2025-03-30,DAUM,PC,SA,2108,6,645,1150,0,0,0,0,0,0,0,0,0,0,0,03_다음_S,05_다음_PC_S,01_PC
2025-03-29,다음_M_S,2025-03,2025,3,29,토,13,2025-03-24~2025-03-30,DAUM,MOBILE,SA,3627,70,3225,10469,47900,130100,3851,1,2,3225,5235,28,42,24,36,03_다음_S,06_다음_M_S,02_MC
2025-03-29,네이버_PC_S,2025-03,2025,3,29,토,13,2025-03-24~2025-03-30,NAVER,PC,SA,186701,1194,72920,124555,14321980,5937930,360834,103,84,708,1483,0,0,0,0,02_네이버_S,03_네이버_PC_S,01_PC
2025-03-29,네이버_M_S,2025-03,2025,3,29,토,13,2025-03-24~2025-03-30,NAVER,MOBILE,SA,7340219,13047,1304580,1669787,25493040,12103500,51669,238,200,5481,8349,4987,5329,3875,4386,02_네이버_S,04_네이버_M_S,02_MC
2025-03-29,구글_PC_S,2025-03,2025,3,29,토,13,2025-03-24~2025-03-30,GOOGLE,PC,SA,3972,1854,160320,132141,14825070,17552810,883318,109,172,1471,768,0,0,0,0,04_구글_S,07_구글_PC_S,01_PC
2025-03-29,구글_PC_S_쇼핑,2025-03,2025,3,29,토,13,2025-03-24~2025-03-30,GOOGLE,PC,SH,230311,917,28420,83725,1054900,1425640,46646,13,16,2186,5233,0,0,0,0,07_구글_쇼핑,13_구글_PC_S_쇼핑,01_PC
2025-03-29,구글_M_S,2025-03,2025,3,29,토,13,2025-03-24~2025-03-30,GOOGLE,MOBILE,SA,240993,4259,1178870,738717,10540480,10590190,511614,102,127,11558,5817,2358,1700,1565,1279,04_구글_S,08_구글_M_S,02_MC
2025-03-29,구글_M_S_쇼핑,2025-03,2025,3,29,토,13,2025-03-24~2025-03-30,GOOGLE,MOBILE,SH,1084843,4083,288660,425736,1605470,3374570,126983,24,59,12028,7216,1187,1817,614,1167,07_구글_쇼핑,14_구글_M_S_쇼핑,02_MC
2025-03-29,네이트_PC_S,2025-03,2025,3,29,토,13,2025-03-24~2025-03-30,NATE,PC,SA,152604,488,183871,183871,1749000,1439520,121848,20,21,9194,8756,0,0,0,0,05_네이트,09_네이트_PC_S,01_PC
2025-03-29,네이트_M_S,2025-03,2025,3,29,토,13,2025-03-24~2025-03-30,NATE,MOBILE,SA,50606,38,0,0,0,42570,1083,0,1,0,0,27,28,18,21,05_네이트,10_네이트_M_S,02_MC
2025-03-29,네이버_PC_S_쇼핑,2025-03,2025,3,29,토,13,2025-03-24~2025-03-30,NAVER,PC,SH,78595,884,154910,64439,6132510,1004320,38232,27,13,5737,4957,0,0,0,0,06_네이버_쇼핑,11_네이버_PC_S_쇼핑,01_PC
2025-03-29,네이버_M_S_쇼핑,2025-03,2025,3,29,토,13,2025-03-24~2025-03-30,NAVER,MOBILE,SH,592879,5968,642520,305083,12789730,10847790,157711,112,162,5737,1883,1,2237,1,2032,06_네이버_쇼핑,12_네이버_M_S_쇼핑,02_MC
2025-03-29,틱톡_M_S,2025-03,2025,3,29,토,13,2025-03-24~2025-03-30,TIKTOK,MOBILE,SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14_틱톡,23_틱톡_M_S,02_MC
2025-03-29,네이트_PC_BS,2025-03,2025,3,29,토,13,2025-03-24~2025-03-30,NATE,PC,BR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05_네이트,09_네이트_PC_BS,01_PC
2025-03-29,네이트_M_BS,2025-03,2025,3,29,토,13,2025-03-24~2025-03-30,NATE,MOBILE,BR,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,05_네이트,10_네이트_M_S,02_MC
2025-03-29,구글_M_ACe,2025-03,2025,3,29,토,13,2025-03-24~2025-03-30,GOOGLE,MOBILE,ACe,382118,5511,293548,244823,6420,24700,1193,1,1,293548,244823,2419,2715,1283,1074,09_구글_ACe,16_구글_M_ACe,02_MC
2025-03-29,구글_M_디멘드젠,2025-03,2025,3,29,토,13,2025-03-24~2025-03-30,GOOGLE,MOBILE,DemandGen,122579,3270,245161,216636,18180,149200,12257,1,5,245161,43327,1466,2769,1802,1234,08_구글_디멘드젠,15_구글_M_디멘드젠,02_MC
2025-03-30,네이버_PC_BS,2025-03,2025,3,30,일,13,2025-03-24~2025-03-30,NAVER,PC,BR,6489,3362,873940,873940,13391550,22377210,1321524,101,254,8653,3441,0,0,0,0,01_네이버_BS,01_네이버_PC_BS,01_PC
2025-03-30,네이버_M_BS,2025-03,2025,3,30,일,13,2025-03-24~2025-03-30,NAVER,MOBILE,BR,22215,7896,1266547,1266548,41849150,32761491,1183012,397,516,3190,2455,2722,2139,1448,1360,01_네이버_BS,02_네이버_M_BS,02_MC
2025-03-30,다음_PC_S,2025-03,2025,3,30,일,13,2025-03-24~2025-03-30,DAUM,PC,SA,2142,9,645,1520,0,0,0,0,0,0,0,0,0,0,0,03_다음_S,05_다음_PC_S,01_PC
2025-03-30,다음_M_S,2025-03,2025,3,30,일,13,2025-03-24~2025-03-30,DAUM,MOBILE,SA,4079,99,3225,19172,51350,24700,883,1,2,3225,9586,28,65,26,57,03_다음_S,06_다음_M_S,02_MC
2025-03-30,네이버_PC_S,2025-03,2025,3,30,일,13,2025-03-24~2025-03-30,NAVER,PC,SA,183037,1106,72920,113098,15670140,6761710,372283,113,107,645,1057,0,0,0,0,02_네이버_S,03_네이버_PC_S,01_PC
2025-03-30,네이버_M_S,2025-03,2025,3,30,일,13,2025-03-24~2025-03-30,NAVER,MOBILE,SA,7863875,14898,1544200,1935426,24557410,20547910,642214,230,196,6714,9875,4987,6051,3835,4968,02_네이버_S,04_네이버_M_S,02_MC
2025-03-30,구글_PC_S,2025-03,2025,3,30,일,13,2025-03-24~2025-03-30,GOOGLE,PC,SA,4352,2209,160320,150263,16240010,16576850,862875,120,209,1336,719,0,0,0,0,04_구글_S,07_구글_PC_S,01_PC
2025-03-30,구글_PC_S_쇼핑,2025-03,2025,3,30,일,13,2025-03-24~2025-03-30,GOOGLE,PC,SH,251205,950,28420,82095,1100660,3876600,126196,13,23,2186,3569,0,0,0,0,07_구글_쇼핑,13_구글_PC_S_쇼핑,01_PC
2025-03-30,구글_M_S,2025-03,2025,3,30,일,13,2025-03-24~2025-03-30,GOOGLE,MOBILE,SA,283431,4417,1178870,873187,12224920,12627251,468291,119,160,9906,5457,2358,1751,1536,1326,04_구글_S,08_구글_M_S,02_MC
2025-03-30,구글_M_S_쇼핑,2025-03,2025,3,30,일,13,2025-03-24~2025-03-30,GOOGLE,MOBILE,SH,1220217,4502,288660,481831,1672860,2596740,145303,25,53,11546,9091,1187,2193,616,1417,07_구글_쇼핑,14_구글_M_S_쇼핑,02_MC
2025-03-30,네이트_PC_S,2025-03,2025,3,30,일,13,2025-03-24~2025-03-30,NATE,PC,SA,140662,481,183871,183871,1749000,656620,57047,20,13,9194,14144,0,0,0,0,05_네이트,09_네이트_PC_S,01_PC
2025-03-30,네이트_M_S,2025-03,2025,3,30,일,13,2025-03-24~2025-03-30,NATE,MOBILE,SA,48428,36,0,0,0,71060,6039,0,3,0,0,27,29,19,23,05_네이트,10_네이트_M_S,02_MC
2025-03-30,네이버_PC_S_쇼핑,2025-03,2025,3,30,일,13,2025-03-24~2025-03-30,NAVER,PC,SH,82100,850,160950,64581,6426760,893760,32990,28,13,5748,4968,0,0,0,0,06_네이버_쇼핑,11_네이버_PC_S_쇼핑,01_PC
2025-03-30,네이버_M_S_쇼핑,2025-03,2025,3,30,일,13,2025-03-24~2025-03-30,NAVER,MOBILE,SH,730900,7100,772440,434312,13185290,18018350,358939,115,202,6717,2150,1,2730,1,2469,06_네이버_쇼핑,12_네이버_M_S_쇼핑,02_MC
2025-03-30,틱톡_M_S,2025-03,2025,3,30,일,13,2025-03-24~2025-03-30,TIKTOK,MOBILE,SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14_틱톡,23_틱톡_M_S,02_MC
2025-03-30,네이트_PC_BS,2025-03,2025,3,30,일,13,2025-03-24~2025-03-30,NATE,PC,BR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05_네이트,09_네이트_PC_BS,01_PC
2025-03-30,네이트_M_BS,2025-03,2025,3,30,일,13,2025-03-24~2025-03-30,NATE,MOBILE,BR,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,05_네이트,10_네이트_M_S,02_MC
2025-03-30,구글_M_ACe,2025-03,2025,3,30,일,13,2025-03-24~2025-03-30,GOOGLE,MOBILE,ACe,401859,5386,293548,245037,6290,0,0,1,0,293548,0,2419,2596,1234,1015,09_구글_ACe,16_구글_M_ACe,02_MC
2025-03-30,구글_M_디멘드젠,2025-03,2025,3,30,일,13,2025-03-24~2025-03-30,GOOGLE,MOBILE,DemandGen,117229,3290,245161,211147,17820,141950,2470,1,3,245161,70382,1466,2743,1803,1184,08_구글_디멘드젠,15_구글_M_디멘드젠,02_MC
2025-03-31,네이버_PC_BS,2025-03,2025,3,31,월,14,2025-03-31~2025-04-06,NAVER,PC,BR,23270,12592,873940,873940,112104350,126884344,7885776,846,950,1033,920,0,0,0,0,01_네이버_BS,01_네이버_PC_BS,01_PC
2025-03-31,네이버_M_BS,2025-03,2025,3,31,월,14,2025-03-31~2025-04-06,NAVER,MOBILE,BR,26034,9093,1266547,1266548,58921470,38000270,1986527,559,588,2266,2154,2722,2452,1396,1468,01_네이버_BS,02_네이버_M_BS,02_MC
2025-03-31,다음_PC_S,2025-03,2025,3,31,월,14,2025-03-31~2025-04-06,DAUM,PC,SA,5508,38,645,10298,0,0,0,0,0,0,0,0,0,0,0,03_다음_S,05_다음_PC_S,01_PC
2025-03-31,다음_M_S,2025-03,2025,3,31,월,14,2025-03-31~2025-04-06,DAUM,MOBILE,SA,4849,100,3226,18582,84230,123950,9135,2,3,1613,6194,28,68,24,57,03_다음_S,06_다음_M_S,02_MC
2025-03-31,네이버_PC_S,2025-03,2025,3,31,월,14,2025-03-31~2025-04-06,NAVER,PC,SA,606357,4731,320370,554164,33314370,38756210,2796473,240,357,1335,1552,0,0,0,0,02_네이버_S,03_네이버_PC_S,01_PC
2025-03-31,네이버_M_S,2025-03,2025,3,31,월,14,2025-03-31~2025-04-06,NAVER,MOBILE,SA,11629967,23565,5037270,4364034,41016090,18559490,524254,384,271,13118,16103,14393,9825,10955,7634,02_네이버_S,04_네이버_M_S,02_MC
2025-03-31,구글_PC_S,2025-03,2025,3,31,월,14,2025-03-31~2025-04-06,GOOGLE,PC,SA,12713,7117,272870,295207,47210250,68857630,4436924,348,575,784,513,0,0,0,0,04_구글_S,07_구글_PC_S,01_PC
2025-03-31,구글_PC_S_쇼핑,2025-03,2025,3,31,월,14,2025-03-31~2025-04-06,GOOGLE,PC,SH,284357,1677,47370,104750,3220170,6651020,456061,38,34,1247,3081,0,0,0,0,07_구글_쇼핑,13_구글_PC_S_쇼핑,01_PC
2025-03-31,구글_M_S,2025-03,2025,3,31,월,14,2025-03-31~2025-04-06,GOOGLE,MOBILE,SA,226698,4648,1244510,837421,15803070,18378960,722777,154,165,8081,5075,2489,1752,1588,1292,04_구글_S,08_구글_M_S,02_MC
2025-03-31,구글_M_S_쇼핑,2025-03,2025,3,31,월,14,2025-03-31~2025-04-06,GOOGLE,MOBILE,SH,998961,3352,357390,346771,2597780,2421630,127009,39,38,9164,9126,1470,1579,714,987,07_구글_쇼핑,14_구글_M_S_쇼핑,02_MC
2025-03-31,네이트_PC_S,2025-03,2025,3,31,월,14,2025-03-31~2025-04-06,NATE,PC,SA,328795,1058,183870,183871,2349000,3034750,305810,20,40,9194,4597,0,0,0,0,05_네이트,09_네이트_PC_S,01_PC
2025-03-31,네이트_M_S,2025-03,2025,3,31,월,14,2025-03-31~2025-04-06,NATE,MOBILE,SA,40790,24,0,0,0,65500,2327,0,1,0,0,27,30,20,23,05_네이트,10_네이트_M_S,02_MC
2025-03-31,네이버_PC_S_쇼핑,2025-03,2025,3,31,월,14,2025-03-31~2025-04-06,NAVER,PC,SH,423588,3163,452930,678642,12365330,6918600,325202,55,44,8235,15424,0,0,0,0,06_네이버_쇼핑,11_네이버_PC_S_쇼핑,01_PC
2025-03-31,네이버_M_S_쇼핑,2025-03,2025,3,31,월,14,2025-03-31~2025-04-06,NAVER,MOBILE,SH,1479541,12322,2123770,2231427,26441080,23476310,772502,231,303,9194,7364,2,8772,1,8279,06_네이버_쇼핑,12_네이버_M_S_쇼핑,02_MC
2025-03-31,틱톡_M_S,2025-03,2025,3,31,월,14,2025-03-31~2025-04-06,TIKTOK,MOBILE,SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14_틱톡,23_틱톡_M_S,02_MC
2025-03-31,네이트_PC_BS,2025-03,2025,3,31,월,14,2025-03-31~2025-04-06,NATE,PC,BR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05_네이트,09_네이트_PC_BS,01_PC
2025-03-31,네이트_M_BS,2025-03,2025,3,31,월,14,2025-03-31~2025-04-06,NATE,MOBILE,BR,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,05_네이트,10_네이트_M_S,02_MC
2025-03-31,구글_M_ACe,2025-03,2025,3,31,월,14,2025-03-31~2025-04-06,GOOGLE,MOBILE,ACe,407955,5848,293548,228287,60240,0,0,2,0,146774,0,2419,2581,1135,680,09_구글_ACe,16_구글_M_ACe,02_MC
2025-03-31,구글_M_디멘드젠,2025-03,2025,3,31,월,14,2025-03-31~2025-04-06,GOOGLE,MOBILE,DemandGen,108115,3077,245161,200977,170690,48260,1585,2,2,122581,100488,1466,2579,1804,1079,08_구글_디멘드젠,15_구글_M_디멘드젠,02_MC
2025-04-01,네이버_PC_BS,2025-04,2025,4,1,화,14,2025-03-31~2025-04-06,NAVER,PC,BR,24172,13266,873940,873940,116028950,136351341,9459432,1133,1081,771,808,0,0,0,0,01_네이버_BS,01_네이버_PC_BS,01_PC
2025-04-01,네이버_M_BS,2025-04,2025,4,1,화,14,2025-03-31~2025-04-06,NAVER,MOBILE,BR,28473,10018,1266547,1266548,67081040,54730780,2287983,627,958,2020,1322,2620,2714,2620,2714,01_네이버_BS,02_네이버_M_BS,02_MC
2025-04-01,다음_PC_S,2025-04,2025,4,1,화,14,2025-03-31~2025-04-06,DAUM,PC,SA,5153,22,1167,3382,37000,0,0,1,0,1167,0,0,0,0,0,03_다음_S,05_다음_PC_S,01_PC
2025-04-01,다음_M_S,2025-04,2025,4,1,화,14,2025-03-31~2025-04-06,DAUM,MOBILE,SA,3324,75,3333,9957,136310,153740,10439,4,3,833,3319,25,50,25,50,03_다음_S,06_다음_M_S,02_MC
2025-04-01,네이버_PC_S,2025-04,2025,4,1,화,14,2025-03-31~2025-04-06,NAVER,PC,SA,737058,5386,481190,741219,30777010,56727920,4085405,200,408,2406,1817,0,0,0,0,02_네이버_S,03_네이버_PC_S,01_PC
2025-04-01,네이버_M_S,2025-04,2025,4,1,화,14,2025-03-31~2025-04-06,NAVER,MOBILE,SA,11258428,24450,4769280,4707887,38290510,41693761,1263882,298,402,16004,11711,10846,10507,10846,10507,02_네이버_S,04_네이버_M_S,02_MC
2025-04-01,구글_PC_S,2025-04,2025,4,1,화,14,2025-03-31~2025-04-06,GOOGLE,PC,SA,12836,6992,348670,339373,59070250,79753470,5366549,443,619,787,548,0,0,0,0,04_구글_S,07_구글_PC_S,01_PC
2025-04-01,구글_PC_S_쇼핑,2025-04,2025,4,1,화,14,2025-03-31~2025-04-06,GOOGLE,PC,SH,311225,1706,96840,164357,5234760,4440010,270036,36,38,2690,4325,0,0,0,0,07_구글_쇼핑,13_구글_PC_S_쇼핑,01_PC
2025-04-01,구글_M_S,2025-04,2025,4,1,화,14,2025-03-31~2025-04-06,GOOGLE,MOBILE,SA,228504,5059,960830,1009372,17908980,26602850,628946,173,292,5554,3457,1525,1869,1525,1869,04_구글_S,08_구글_M_S,02_MC
2025-04-01,구글_M_S_쇼핑,2025-04,2025,4,1,화,14,2025-03-31~2025-04-06,GOOGLE,MOBILE,SH,1025338,3842,383480,508368,5170380,3596380,191157,65,71,5900,7160,2371,1996,2371,1996,07_구글_쇼핑,14_구글_M_S_쇼핑,02_MC
2025-04-01,네이트_PC_S,2025-04,2025,4,1,화,14,2025-03-31~2025-04-06,NATE,PC,SA,317432,903,190000,190000,893410,5136760,171122,11,36,17273,5278,0,0,0,0,05_네이트,09_네이트_PC_S,01_PC
2025-04-01,네이트_M_S,2025-04,2025,4,1,화,14,2025-03-31~2025-04-06,NATE,MOBILE,SA,41992,28,0,0,0,161900,4003,0,2,0,0,33,20,33,20,05_네이트,10_네이트_M_S,02_MC
2025-04-01,네이버_PC_S_쇼핑,2025-04,2025,4,1,화,14,2025-03-31~2025-04-06,NAVER,PC,SH,506284,3518,892120,779019,13054650,9413270,512037,41,65,21759,11985,0,0,0,0,06_네이버_쇼핑,11_네이버_PC_S_쇼핑,01_PC
2025-04-01,네이버_M_S_쇼핑,2025-04,2025,4,1,화,14,2025-03-31~2025-04-06,NAVER,MOBILE,SH,1550583,12653,2963120,2244166,42718780,37531730,1084230,304,474,9747,4735,9237,11042,9237,11042,06_네이버_쇼핑,12_네이버_M_S_쇼핑,02_MC
2025-04-01,틱톡_M_S,2025-04,2025,4,1,화,14,2025-03-31~2025-04-06,TIKTOK,MOBILE,SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14_틱톡,23_틱톡_M_S,02_MC
2025-04-01,네이트_PC_BS,2025-04,2025,4,1,화,14,2025-03-31~2025-04-06,NATE,PC,BR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05_네이트,09_네이트_PC_BS,01_PC
2025-04-01,네이트_M_BS,2025-04,2025,4,1,화,14,2025-03-31~2025-04-06,NATE,MOBILE,BR,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,05_네이트,10_네이트_M_S,02_MC
2025-04-01,구글_M_ACe,2025-04,2025,4,1,화,14,2025-03-31~2025-04-06,GOOGLE,MOBILE,ACe,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,09_구글_ACe,16_구글_M_ACe,02_MC
2025-04-01,구글_M_디멘드젠,2025-04,2025,4,1,화,14,2025-03-31~2025-04-06,GOOGLE,MOBILE,DemandGen,227373,4615,400000,336670,181480,135250,1532,5,8,80000,42084,4444,3963,4444,3963,08_구글_디멘드젠,15_구글_M_디멘드젠,02_MC
2025-04-02,네이버_PC_BS,2025-04,2025,4,2,수,14,2025-03-31~2025-04-06,NAVER,PC,BR,23910,13168,873940,873940,116028950,117208410,8909518,1133,1027,771,851,0,0,0,0,01_네이버_BS,01_네이버_PC_BS,01_PC
2025-04-02,네이버_M_BS,2025-04,2025,4,2,수,14,2025-03-31~2025-04-06,NAVER,MOBILE,BR,27920,9833,1266547,1266548,66653780,47160891,2216510,623,630,2033,2010,2619,2680,2400,2213,01_네이버_BS,02_네이버_M_BS,02_MC
2025-04-02,다음_PC_S,2025-04,2025,4,2,수,14,2025-03-31~2025-04-06,DAUM,PC,SA,5429,12,1167,1549,0,0,0,0,0,0,0,0,0,0,0,03_다음_S,05_다음_PC_S,01_PC
2025-04-02,다음_M_S,2025-04,2025,4,2,수,14,2025-03-31~2025-04-06,DAUM,MOBILE,SA,3142,50,3333,5111,136310,546480,48968,3,4,1111,1278,25,30,23,25,03_다음_S,06_다음_M_S,02_MC
2025-04-02,네이버_PC_S,2025-04,2025,4,2,수,14,2025-03-31~2025-04-06,NAVER,PC,SA,732939,5293,472800,743452,30429240,57619350,4131828,197,378,2400,1967,0,0,0,0,02_네이버_S,03_네이버_PC_S,01_PC
2025-04-02,네이버_M_S,2025-04,2025,4,2,수,14,2025-03-31~2025-04-06,NAVER,MOBILE,SA,11074546,23267,4527800,4498830,26240760,24972061,834238,204,346,22195,13002,10290,9530,9769,9170,02_네이버_S,04_네이버_M_S,02_MC
2025-04-02,구글_PC_S,2025-04,2025,4,2,수,14,2025-03-31~2025-04-06,GOOGLE,PC,SA,12798,6731,348670,314926,59070250,80529870,5110876,443,537,787,586,0,0,0,0,04_구글_S,07_구글_PC_S,01_PC
2025-04-02,구글_PC_S_쇼핑,2025-04,2025,4,2,수,14,2025-03-31~2025-04-06,GOOGLE,PC,SH,301908,1799,96840,133817,5234760,9720610,541118,36,38,2690,3522,0,0,0,0,07_구글_쇼핑,13_구글_PC_S_쇼핑,01_PC
2025-04-02,구글_M_S,2025-04,2025,4,2,수,14,2025-03-31~2025-04-06,GOOGLE,MOBILE,SA,245440,4749,1056910,923238,17908980,14715000,611698,173,180,6109,5129,1678,1825,1656,1719,04_구글_S,08_구글_M_S,02_MC
2025-04-02,구글_M_S_쇼핑,2025-04,2025,4,2,수,14,2025-03-31~2025-04-06,GOOGLE,MOBILE,SH,1096856,4757,383480,680094,5170380,4215320,187195,65,65,5900,10463,2371,2445,2228,2260,07_구글_쇼핑,14_구글_M_S_쇼핑,02_MC
2025-04-02,네이트_PC_S,2025-04,2025,4,2,수,14,2025-03-31~2025-04-06,NATE,PC,SA,324685,964,190000,190000,893410,2678900,179467,10,44,19000,4318,0,0,0,0,05_네이트,09_네이트_PC_S,01_PC
2025-04-02,네이트_M_S,2025-04,2025,4,2,수,14,2025-03-31~2025-04-06,NATE,MOBILE,SA,45191,39,0,0,0,52000,6145,0,1,0,0,33,28,31,26,05_네이트,10_네이트_M_S,02_MC
2025-04-02,네이버_PC_S_쇼핑,2025-04,2025,4,2,수,14,2025-03-31~2025-04-06,NAVER,PC,SH,512225,3519,766060,866761,13054650,14476070,487346,41,62,18684,13980,0,0,0,0,06_네이버_쇼핑,11_네이버_PC_S_쇼핑,01_PC
2025-04-02,네이버_M_S_쇼핑,2025-04,2025,4,2,수,14,2025-03-31~2025-04-06,NAVER,MOBILE,SH,1439695,12147,2740880,2808808,42718780,45291480,1528232,304,389,9016,7221,8539,9776,7575,9607,06_네이버_쇼핑,12_네이버_M_S_쇼핑,02_MC
2025-04-02,틱톡_M_S,2025-04,2025,4,2,수,14,2025-03-31~2025-04-06,TIKTOK,MOBILE,SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14_틱톡,23_틱톡_M_S,02_MC
2025-04-02,네이트_PC_BS,2025-04,2025,4,2,수,14,2025-03-31~2025-04-06,NATE,PC,BR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05_네이트,09_네이트_PC_BS,01_PC
2025-04-02,네이트_M_BS,2025-04,2025,4,2,수,14,2025-03-31~2025-04-06,NATE,MOBILE,BR,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,05_네이트,10_네이트_M_S,02_MC
2025-04-02,구글_M_ACe,2025-04,2025,4,2,수,14,2025-03-31~2025-04-06,GOOGLE,MOBILE,ACe,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,09_구글_ACe,16_구글_M_ACe,02_MC
2025-04-02,구글_M_디멘드젠,2025-04,2025,4,2,수,14,2025-03-31~2025-04-06,GOOGLE,MOBILE,DemandGen,208382,4835,400000,342543,172030,111280,6011,4,6,100000,57091,4444,4129,4423,3864,08_구글_디멘드젠,15_구글_M_디멘드젠,02_MC
2025-04-03,네이버_PC_BS,2025-04,2025,4,3,목,14,2025-03-31~2025-04-06,NAVER,PC,BR,24236,13188,873940,873940,113478860,163528722,10892154,1108,1018,789,858,0,0,0,0,01_네이버_BS,01_네이버_PC_BS,01_PC
2025-04-03,네이버_M_BS,2025-04,2025,4,3,목,14,2025-03-31~2025-04-06,NAVER,MOBILE,BR,28059,9281,1266548,1266548,65371970,52214590,1717575,611,588,2073,2154,2619,2420,2414,1855,01_네이버_BS,02_네이버_M_BS,02_MC
2025-04-03,다음_PC_S,2025-04,2025,4,3,목,14,2025-03-31~2025-04-06,DAUM,PC,SA,5313,19,1167,2499,0,0,0,0,0,0,0,0,0,0,0,03_다음_S,05_다음_PC_S,01_PC
2025-04-03,다음_M_S,2025-04,2025,4,3,목,14,2025-03-31~2025-04-06,DAUM,MOBILE,SA,2891,63,3333,5966,136310,182870,15736,3,7,1111,852,25,33,23,28,03_다음_S,06_다음_M_S,02_MC
2025-04-03,네이버_PC_S,2025-04,2025,4,3,목,14,2025-03-31~2025-04-06,NAVER,PC,SA,694564,5028,461610,690774,29733720,51896060,3565040,193,312,2392,2214,0,1,0,1,02_네이버_S,03_네이버_PC_S,01_PC
2025-04-03,네이버_M_S,2025-04,2025,4,3,목,14,2025-03-31~2025-04-06,NAVER,MOBILE,SA,9810552,20782,4437240,4329502,28864830,21582990,635093,225,281,19721,15407,10085,8418,9485,7932,02_네이버_S,04_네이버_M_S,02_MC
